EnsemblId,gene_name,biotype,logFC,FDR,AveExpr,P.value
ENSG00000168589,DYNLRB2,protein_coding,-0.053228327,0.825955692,1.745930111,0.646515604
ENSG00000170248,PDCD6IP,protein_coding,-0.017845195,0.825955692,7.328267129,0.64637452
ENSG00000260339,HEXA-AS1,lncRNA,-0.063950678,0.825955692,1.155207507,0.646490801
ENSG00000263327,TAPT1-AS1,lncRNA,-0.05225877,0.825960013,3.035862746,0.646608386
ENSG00000184708,EIF4ENIF1,protein_coding,0.030064136,0.826243144,5.879588794,0.646946535
ENSG00000218891,ZNF579,protein_coding,0.028364074,0.826243144,4.264993034,0.646915619
ENSG00000247626,MARS2,protein_coding,-0.033882211,0.826243144,2.695801661,0.646992598
ENSG00000129493,HEATR5A,protein_coding,0.029201475,0.826385375,5.955065878,0.647212366
ENSG00000164751,PEX2,protein_coding,-0.019573281,0.826385375,5.883788,0.647190489
ENSG00000111801,BTN3A3,protein_coding,0.078977823,0.826561456,2.972903672,0.647439262
ENSG00000113790,EHHADH,protein_coding,0.048913591,0.826561456,5.59596553,0.647480693
ENSG00000164008,C1orf50,protein_coding,0.026566199,0.826561456,2.783469607,0.64763924
ENSG00000254288,ENSG00000254288,lncRNA,0.102792996,0.826561456,0.857539865,0.647675516
ENSG00000257345,LINC02413,lncRNA,-0.141246809,0.826561456,3.32979747,0.647560214
ENSG00000272812,ENSG00000272812,lncRNA,-0.067306208,0.826561456,0.392267656,0.647622793
ENSG00000041988,THAP3,protein_coding,0.030926028,0.826710715,3.815964575,0.647905587
ENSG00000103111,MON1B,protein_coding,0.016045635,0.826710715,6.441749793,0.647955125
ENSG00000189171,S100A13,protein_coding,0.060240374,0.826710715,8.403741668,0.647854743
ENSG00000106013,ANKRD7,protein_coding,-0.0541625,0.826816728,1.463781354,0.648255114
ENSG00000110888,CAPRIN2,protein_coding,0.038013548,0.826816728,5.430438868,0.64824778
ENSG00000119537,KDSR,protein_coding,-0.018254811,0.826816728,6.614600823,0.648216716
ENSG00000134508,CABLES1,protein_coding,0.07252603,0.826816728,8.762567739,0.648219435
ENSG00000100147,CCDC134,protein_coding,0.039794773,0.827104547,1.978507393,0.64859007
ENSG00000120333,MRPS14,protein_coding,-0.016824531,0.827104547,5.153256697,0.648697749
ENSG00000172663,TMEM134,protein_coding,-0.020383818,0.827104547,4.571329707,0.648647278
ENSG00000236552,RPL13AP5,processed_pseudogene,-0.068880709,0.827104547,2.36587601,0.648610385
ENSG00000153404,PLEKHG4B,protein_coding,0.049611867,0.827114529,5.994749421,0.648759822
ENSG00000065613,SLK,protein_coding,0.022333368,0.827245699,6.257401698,0.649019798
ENSG00000110768,GTF2H1,protein_coding,-0.024800566,0.827245699,6.216316346,0.649203668
ENSG00000113558,SKP1,protein_coding,-0.020968067,0.827245699,8.057198158,0.649247033
ENSG00000127125,PPCS,protein_coding,-0.022671577,0.827245699,5.213877356,0.649459488
ENSG00000148120,AOPEP,protein_coding,-0.037216653,0.827245699,7.677031527,0.64912218
ENSG00000184465,WDR27,protein_coding,-0.050395979,0.827245699,3.805393788,0.649458242
ENSG00000196230,TUBB,protein_coding,-0.029033002,0.827245699,9.209754103,0.649255782
ENSG00000203865,ATP1A1-AS1,lncRNA,-0.038583225,0.827245699,2.09518413,0.649437999
ENSG00000260236,ENSG00000260236,lncRNA,0.040772578,0.827245699,1.314471827,0.649215339
ENSG00000263001,GTF2I,protein_coding,-0.015931547,0.827245699,8.176337435,0.649424286
ENSG00000278390,ENSG00000278390,lncRNA,-0.05702609,0.827245699,0.58849381,0.648983257
ENSG00000279789,ENSG00000279789,TEC,0.065061994,0.82743688,1.560271207,0.649663846
ENSG00000124782,RREB1,protein_coding,-0.026844621,0.827444607,6.828984513,0.649831711
ENSG00000204315,FKBPL,protein_coding,0.036422628,0.827444607,1.973812998,0.649831764
ENSG00000241685,ARPC1A,protein_coding,0.022276511,0.827444607,5.578861405,0.64983271
ENSG00000160633,SAFB,protein_coding,0.033022384,0.827558066,5.556765419,0.650030362
ENSG00000181007,ZFP82,protein_coding,0.035225286,0.827558066,3.999489239,0.649993056
ENSG00000106546,AHR,protein_coding,0.069406595,0.827721153,4.324379294,0.650268449
ENSG00000132740,IGHMBP2,protein_coding,-0.025990623,0.827721153,3.657622974,0.650321315
ENSG00000164296,TIGD6,protein_coding,0.025719437,0.827721153,3.764111935,0.650276372
ENSG00000108848,LUC7L3,protein_coding,-0.036917855,0.827808919,6.400115382,0.65044456
ENSG00000108312,UBTF,protein_coding,0.036790983,0.827891517,7.148756635,0.650726641
ENSG00000139915,MDGA2,protein_coding,0.222799403,0.827891517,0.970123035,0.650687309
ENSG00000185122,HSF1,protein_coding,0.015343779,0.827891517,5.788472835,0.650586003
ENSG00000273329,ENSG00000273329,lncRNA,-0.048402889,0.827891517,4.388053562,0.650684073
ENSG00000114742,WDR48,protein_coding,-0.023751213,0.827930966,5.970869193,0.650811946
ENSG00000272356,ENSG00000272356,lncRNA,-0.08241239,0.828033849,1.032316248,0.650947124
ENSG00000197980,LEKR1,protein_coding,-0.045734218,0.828240536,1.238587223,0.651163926
ENSG00000072803,FBXW11,protein_coding,-0.014722983,0.828247158,6.319529127,0.651277769
ENSG00000143799,PARP1,protein_coding,-0.024391779,0.828247158,7.08639814,0.651246272
ENSG00000105708,ZNF14,protein_coding,-0.031648441,0.828400188,3.66933537,0.651506758
ENSG00000124145,SDC4,protein_coding,0.041627935,0.828400188,7.302463175,0.651460933
ENSG00000253485,PCDHGA5,protein_coding,0.06344876,0.828584922,3.62236251,0.651706386
ENSG00000108826,MRPL27,protein_coding,-0.02472418,0.828710821,3.835092364,0.651913328
ENSG00000153214,TMEM87B,protein_coding,0.035251798,0.828710821,5.112031147,0.651914107
ENSG00000166548,TK2,protein_coding,0.020880909,0.82883216,6.486796151,0.652118273
ENSG00000275993,SIK1B,protein_coding,-0.23423643,0.82883216,7.760919666,0.652096311
ENSG00000055163,CYFIP2,protein_coding,0.034307787,0.8289092,7.549810851,0.652252064
ENSG00000242498,ARPIN,protein_coding,-0.025413665,0.8289092,6.332527509,0.652287611
ENSG00000133250,ZNF414,protein_coding,0.029554426,0.829136838,3.689604375,0.652521121
ENSG00000090863,GLG1,protein_coding,-0.035946771,0.829231199,8.483175013,0.652649765
ENSG00000177932,ZNF354C,protein_coding,-0.023318831,0.829285188,4.861137366,0.652746644
ENSG00000125531,FNDC11,protein_coding,-0.051226556,0.82956512,2.06150805,0.653075794
ENSG00000229833,PET100,protein_coding,-0.054583366,0.82956512,3.813623386,0.653039797
ENSG00000068383,INPP5A,protein_coding,-0.024837534,0.829640488,4.665351355,0.653298357
ENSG00000132640,BTBD3,protein_coding,-0.045767917,0.829640488,6.923268315,0.653253943
ENSG00000224843,LINC00240,lncRNA,-0.051427076,0.829640488,1.501054557,0.653231231
ENSG00000169764,UGP2,protein_coding,-0.025952526,0.829758514,6.307992018,0.653445713
ENSG00000120071,KANSL1,protein_coding,-0.026466067,0.829801235,7.118593374,0.653533777
ENSG00000140395,WDR61,protein_coding,0.020830759,0.829870713,4.937386694,0.653642921
ENSG00000133812,SBF2,protein_coding,-0.01798369,0.8299054,6.525967728,0.653799855
ENSG00000164442,CITED2,protein_coding,-0.045512568,0.8299054,8.554059658,0.65375684
ENSG00000170264,FAM161A,protein_coding,0.034432478,0.8299054,2.50802249,0.653887951
ENSG00000222041,CYTOR,lncRNA,0.06804443,0.8299054,2.642840103,0.653851027
ENSG00000127957,PMS2P3,transcribed_unprocessed_pseudogene,-0.038537821,0.830021936,2.245700572,0.6540937
ENSG00000184867,ARMCX2,protein_coding,0.029379049,0.830021936,5.387580407,0.654037181
ENSG00000226026,ENSG00000226026,lncRNA,0.07011323,0.830021936,0.922515576,0.654147941
ENSG00000271888,JARID2-DT,lncRNA,-0.059492404,0.830021936,0.189801506,0.654197509
ENSG00000124249,KCNK15,protein_coding,0.117836389,0.830243132,0.722351815,0.654480748
ENSG00000168005,SPINDOC,protein_coding,0.036401396,0.830243132,3.975880565,0.654455207
ENSG00000269896,ENSG00000269896,transcribed_processed_pseudogene,0.071130561,0.830612166,0.656119967,0.654826132
ENSG00000102032,RENBP,protein_coding,0.055009745,0.830929544,2.579003571,0.65518533
ENSG00000253669,GASAL1,lncRNA,-0.073498691,0.830929544,1.177269899,0.655153684
ENSG00000146918,NCAPG2,protein_coding,0.026987939,0.831061356,4.299027989,0.655343766
ENSG00000119632,IFI27L2,protein_coding,0.029524921,0.83112868,4.341943144,0.655560377
ENSG00000148842,CNNM2,protein_coding,-0.038698527,0.83112868,5.009974996,0.655523281
ENSG00000167283,ATP5MG,protein_coding,-0.032162356,0.83112868,5.706885738,0.65554129
ENSG00000111237,VPS29,protein_coding,0.021329307,0.831175204,5.454113749,0.655676494
ENSG00000144026,ZNF514,protein_coding,-0.033422581,0.831175204,4.882488105,0.655706095
ENSG00000182870,GALNT9,protein_coding,-0.093267868,0.831263721,1.664677654,0.655830441
ENSG00000034152,MAP2K3,protein_coding,0.080782658,0.831363235,4.001722517,0.655963476
ENSG00000109654,TRIM2,protein_coding,-0.03505204,0.831461682,6.750616386,0.656095682
ENSG00000112210,RAB23,protein_coding,0.042117226,0.831578925,5.867829827,0.656242734
ENSG00000021574,SPAST,protein_coding,-0.019300588,0.831585109,5.786469221,0.656320018
ENSG00000144867,SRPRB,protein_coding,0.032388822,0.831585109,4.902232995,0.656411226
ENSG00000272316,ENSG00000272316,lncRNA,-0.059104933,0.831585109,3.609624345,0.656370437
ENSG00000125630,POLR1B,protein_coding,-0.018884057,0.831635731,5.354326166,0.656505725
ENSG00000141076,UTP4,protein_coding,0.020834646,0.831655714,5.060760977,0.656576042
ENSG00000119938,PPP1R3C,protein_coding,-0.100701146,0.831702861,5.448196339,0.65675731
ENSG00000139233,LLPH,protein_coding,0.019991359,0.831702861,4.548417104,0.656776399
ENSG00000156500,PABIR3,protein_coding,-0.03160636,0.831702861,1.655969254,0.656776899
ENSG00000164414,SLC35A1,protein_coding,-0.023598409,0.831744514,4.181458389,0.656864339
ENSG00000067992,PDK3,protein_coding,-0.025647267,0.831834343,4.338882598,0.657098942
ENSG00000204104,TRAF3IP1,protein_coding,0.03097569,0.831834343,4.610591119,0.657008935
ENSG00000225573,RPL35P5,processed_pseudogene,0.068633789,0.831834343,0.584170391,0.657091301
ENSG00000180185,FAHD1,protein_coding,0.024364761,0.832396514,4.640346362,0.65761834
ENSG00000271714,ENSG00000271714,lncRNA,-0.044948155,0.832396514,4.611722533,0.657652204
ENSG00000071859,FAM50A,protein_coding,0.02621635,0.832582375,4.153679392,0.658021066
ENSG00000173852,DPY19L1,protein_coding,-0.033388604,0.832582375,6.290156621,0.657918966
ENSG00000180211,ENSG00000180211,processed_pseudogene,-0.060560008,0.832582375,1.147305004,0.658072061
ENSG00000227694,RPL23AP74,processed_pseudogene,0.0695774,0.832582375,0.059949496,0.657872543
ENSG00000280157,ENSG00000280157,TEC,-0.089023221,0.832582375,0.297034513,0.65805981
ENSG00000228439,NA,NA,0.042995398,0.832609953,1.209538702,0.658148463
ENSG00000116962,NID1,protein_coding,-0.132365394,0.833047597,6.291458703,0.658603671
ENSG00000273004,ENSG00000273004,lncRNA,-0.101801488,0.833047597,1.56153524,0.658575397
ENSG00000126458,RRAS,protein_coding,-0.063065607,0.833112015,4.961150184,0.658709237
ENSG00000090238,YPEL3,protein_coding,-0.034198256,0.833114183,5.964000244,0.658765589
ENSG00000161677,JOSD2,protein_coding,0.0299212,0.833627889,3.421434324,0.659226461
ENSG00000072134,EPN2,protein_coding,0.020495524,0.833647103,5.215434852,0.659324894
ENSG00000214050,FBXO16,protein_coding,-0.04547398,0.833647103,1.213468897,0.659351001
ENSG00000162889,MAPKAPK2,protein_coding,0.022244423,0.833725108,6.602803532,0.659514146
ENSG00000179832,MROH1,protein_coding,-0.024983672,0.833725108,5.37097852,0.659522053
ENSG00000232593,KANTR,protein_coding,-0.046536779,0.833798552,1.658296845,0.659634833
ENSG00000065833,ME1,protein_coding,0.031395291,0.833885999,8.458366197,0.659758702
ENSG00000106615,RHEB,protein_coding,-0.024977359,0.83392821,6.085233859,0.659910371
ENSG00000147804,SLC39A4,protein_coding,0.056781261,0.83392821,3.323586048,0.660059666
ENSG00000204574,ABCF1,protein_coding,-0.020980868,0.83392821,5.674451375,0.660065554
ENSG00000217027,TPT1P4,processed_pseudogene,-0.054388627,0.83392821,0.547231422,0.659931354
ENSG00000236296,GUSBP5,transcribed_processed_pseudogene,0.055271839,0.83392821,1.514605652,0.659965155
ENSG00000112874,NUDT12,protein_coding,-0.023966863,0.834101947,4.735429827,0.660415218
ENSG00000121406,ZNF549,protein_coding,-0.024646026,0.834101947,3.892689857,0.660531284
ENSG00000184056,VPS33B,protein_coding,0.022129627,0.834101947,3.82456542,0.660336741
ENSG00000231672,DIRC3,lncRNA,0.048698005,0.834101947,2.881143123,0.660480342
ENSG00000269549,NA,NA,-0.086380676,0.834101947,0.359196403,0.660482319
ENSG00000271335,CCNY-AS1,lncRNA,0.089278744,0.834101947,0.693738991,0.660387204
ENSG00000254093,PINX1,protein_coding,-0.039254904,0.834605167,2.612725847,0.660984523
ENSG00000127955,GNAI1,protein_coding,0.055002798,0.834884877,2.809509275,0.661260799
ENSG00000066044,ELAVL1,protein_coding,-0.015324333,0.835039561,6.429203284,0.661586408
ENSG00000111057,KRT18,protein_coding,0.080171491,0.835039561,2.944960689,0.661489685
ENSG00000143158,MPC2,protein_coding,-0.03398646,0.835039561,5.624372674,0.661657134
ENSG00000177383,MAGEF1,protein_coding,0.02311049,0.835039561,5.214895304,0.661572974
ENSG00000269069,ENSG00000269069,processed_pseudogene,-0.071618909,0.835039561,1.762646013,0.661603094
ENSG00000100060,MFNG,protein_coding,-0.080343626,0.835080995,0.167210579,0.661744731
ENSG00000108423,TUBD1,protein_coding,-0.022310011,0.835148302,3.446987142,0.66190761
ENSG00000197714,ZNF460,protein_coding,-0.027565564,0.835148302,6.034083274,0.661855761
ENSG00000104427,ZC2HC1A,protein_coding,0.027747053,0.83542571,4.645599876,0.662182262
ENSG00000103249,CLCN7,protein_coding,-0.034015059,0.835442227,6.518100413,0.662250144
ENSG00000172766,NAA16,protein_coding,-0.023103883,0.835776018,4.06960823,0.66256955
ENSG00000110958,PTGES3,protein_coding,0.016154632,0.835877554,7.320440287,0.662754362
ENSG00000183763,TRAIP,protein_coding,0.042556141,0.835877554,1.319462218,0.662759682
ENSG00000109881,CCDC34,protein_coding,0.054704557,0.836027826,2.701905734,0.663062486
ENSG00000172943,PHF8,protein_coding,0.017545189,0.836027826,5.2172805,0.663098146
ENSG00000205707,ETFRF1,protein_coding,0.029389939,0.836027826,4.846782224,0.663072072
ENSG00000244026,FAM86DP,transcribed_unprocessed_pseudogene,0.052654617,0.836027826,2.940609577,0.662994088
ENSG00000196214,ZNF766,protein_coding,-0.024746855,0.836121446,4.974201964,0.663280425
ENSG00000213516,RBMXL1,protein_coding,0.026603438,0.836121446,5.403110577,0.663282071
ENSG00000204611,ZNF616,protein_coding,0.028004809,0.836353603,4.049146539,0.663521087
ENSG00000197061,H4C3,protein_coding,-0.060088903,0.836521785,4.907366235,0.663709376
ENSG00000260589,STAM-AS1,lncRNA,0.05435523,0.836824215,0.588707393,0.664004209
ENSG00000224043,CCNT2-AS1,lncRNA,-0.052566231,0.837000741,0.161909671,0.664199171
ENSG00000100271,TTLL1,protein_coding,-0.038178403,0.837190853,2.850469398,0.664630634
ENSG00000104412,EMC2,protein_coding,-0.018082542,0.837190853,4.354815192,0.664428275
ENSG00000113649,TCERG1,protein_coding,-0.025123668,0.837190853,5.308523755,0.664731184
ENSG00000116209,TMEM59,protein_coding,0.016809538,0.837190853,7.418686265,0.664660756
ENSG00000119760,SUPT7L,protein_coding,-0.016781116,0.837190853,5.557446166,0.664637328
ENSG00000132467,UTP3,protein_coding,-0.030853607,0.837190853,4.864639426,0.664835554
ENSG00000179455,MKRN3,protein_coding,0.03053308,0.837190853,3.086132078,0.664844179
ENSG00000205542,TMSB4X,protein_coding,0.04617166,0.837190853,8.567344389,0.664756098
ENSG00000212127,TAS2R14,protein_coding,0.076277298,0.837190853,0.205211043,0.664760265
ENSG00000171345,KRT19,protein_coding,-0.095096707,0.837313032,7.587745438,0.664996118
ENSG00000125482,TTF1,protein_coding,0.022608108,0.837460089,3.910880018,0.665167834
ENSG00000243422,RPL23AP49,transcribed_processed_pseudogene,-0.042483787,0.837743839,1.594935391,0.665448149
ENSG00000137343,ATAT1,protein_coding,0.034080566,0.837792962,3.555689362,0.665542113
ENSG00000161149,TUBA3FP,lncRNA,-0.04080114,0.837872498,1.887427426,0.665770146
ENSG00000162039,MEIOB,protein_coding,-0.117370063,0.837872498,0.855774724,0.665764294
ENSG00000211450,SELENOH,protein_coding,-0.03089096,0.837872498,5.386691335,0.665751889
ENSG00000089022,MAPKAPK5,protein_coding,0.018721957,0.837945992,5.458549298,0.666023486
ENSG00000137106,GRHPR,protein_coding,0.028006858,0.837945992,6.427941964,0.666116459
ENSG00000163931,TKT,protein_coding,0.036356254,0.837945992,10.52422512,0.666134381
ENSG00000169371,SNUPN,protein_coding,0.026747406,0.837945992,3.51791086,0.666108812
ENSG00000183060,LYSMD4,protein_coding,0.033922975,0.837945992,2.911941306,0.666158271
ENSG00000271122,HERPUD2-AS1,lncRNA,-0.023666337,0.837945992,4.944966066,0.665929493
ENSG00000225830,ERCC6,protein_coding,-0.050938952,0.837956159,6.709772502,0.666221309
ENSG00000122557,HERPUD2,protein_coding,-0.0181032,0.838147845,5.193785219,0.666428677
ENSG00000100299,ARSA,protein_coding,-0.034400922,0.838245645,4.140733095,0.666616389
ENSG00000158805,ZNF276,protein_coding,0.038971399,0.838245645,4.101366658,0.666613032
ENSG00000137133,HINT2,protein_coding,-0.029009094,0.83861526,4.095811317,0.667020322
ENSG00000160803,UBQLN4,protein_coding,-0.022852128,0.83861526,6.150465532,0.667008578
ENSG00000205323,SARNP,protein_coding,-0.024029086,0.838645064,3.971119411,0.667099028
ENSG00000106003,LFNG,protein_coding,-0.105787084,0.838870776,2.835112204,0.667333585
ENSG00000188747,NOXA1,protein_coding,-0.040300492,0.838950121,2.061226082,0.667451726
ENSG00000114744,COMMD2,protein_coding,-0.027527958,0.838969003,5.918366572,0.66752177
ENSG00000127526,SLC35E1,protein_coding,-0.016666065,0.839138006,6.548302646,0.667766301
ENSG00000214784,RPS3AP21,processed_pseudogene,0.069623562,0.839138006,0.901862829,0.667716819
ENSG00000149922,TBX6,protein_coding,0.039019475,0.839456329,1.790045187,0.668074669
ENSG00000184619,KRBA2,protein_coding,-0.021619758,0.840127346,4.047838948,0.66866379
ENSG00000171812,COL8A2,protein_coding,-0.123780306,0.840140627,6.186961065,0.668729459
ENSG00000073331,ALPK1,protein_coding,-0.033820258,0.840317474,5.220312779,0.668925334
ENSG00000196876,SCN8A,protein_coding,-0.076589589,0.840322107,1.128811302,0.668984133
ENSG00000224790,ENSG00000224790,lncRNA,0.062369673,0.840412249,0.38583688,0.669111011
ENSG00000185261,KIAA0825,protein_coding,0.029182537,0.840444528,2.832529188,0.669191829
ENSG00000066455,GOLGA5,protein_coding,0.019005269,0.840548679,5.667940837,0.669513223
ENSG00000107897,ACBD5,protein_coding,0.017912408,0.840548679,6.023861886,0.669351604
ENSG00000143801,PSEN2,protein_coding,0.028318802,0.840548679,5.229651437,0.66965194
ENSG00000172086,KRCC1,protein_coding,-0.020947491,0.840548679,5.207896799,0.669660635
ENSG00000188372,ZP3,protein_coding,0.063730186,0.840548679,1.656594233,0.669625993
ENSG00000254413,CHKB-CPT1B,protein_coding,0.067027688,0.840548679,1.882996906,0.669631317
ENSG00000279233,ENSG00000279233,TEC,-0.085145871,0.840548679,0.298596868,0.669536733
ENSG00000091640,SPAG7,protein_coding,0.039947388,0.840664338,4.973652024,0.669820852
ENSG00000144747,TMF1,protein_coding,0.025226736,0.840664338,5.880213356,0.669863045
ENSG00000137288,UQCC2,protein_coding,-0.028331348,0.840791136,4.20695597,0.670019222
ENSG00000138400,MDH1B,protein_coding,0.029993049,0.840827583,2.025750808,0.67010341
ENSG00000051009,FAM160A2,protein_coding,0.019551534,0.840931643,4.19489691,0.67028153
ENSG00000159588,CCDC17,protein_coding,0.077801084,0.840931643,0.442458014,0.670319179
ENSG00000257151,NA,NA,-0.049285171,0.840931643,4.235276621,0.670351792
ENSG00000076662,ICAM3,protein_coding,0.081377671,0.840942832,1.514247223,0.67046919
ENSG00000244754,N4BP2L2,protein_coding,0.027641771,0.840942832,6.962835322,0.670471013
ENSG00000238105,GOLGA2P5,transcribed_unprocessed_pseudogene,0.046148408,0.841188921,3.840605834,0.670722383
ENSG00000086065,CHMP5,protein_coding,-0.02265856,0.841629328,6.024127142,0.671486575
ENSG00000101977,MCF2,protein_coding,0.071505992,0.841629328,1.420825576,0.671190456
ENSG00000125633,CCDC93,protein_coding,-0.017352181,0.841629328,5.572267906,0.671163175
ENSG00000128228,SDF2L1,protein_coding,-0.03602658,0.841629328,1.76171859,0.671506948
ENSG00000175691,ZNF77,protein_coding,-0.052350039,0.841629328,2.0577518,0.671467954
ENSG00000260081,ENSG00000260081,transcribed_processed_pseudogene,0.051743157,0.841629328,0.407461924,0.67151511
ENSG00000270049,ATP6V0D1-DT,lncRNA,-0.035527734,0.841629328,2.083962465,0.671358557
ENSG00000280186,ENSG00000280186,TEC,-0.065944874,0.841629328,1.576893325,0.671433093
ENSG00000197779,ZNF81,protein_coding,-0.027960612,0.841693189,4.297173877,0.671621264
ENSG00000101138,CSTF1,protein_coding,0.019891242,0.841813057,5.64123292,0.67177212
ENSG00000133247,KMT5C,protein_coding,0.029055735,0.842079234,3.1885955,0.672169806
ENSG00000182108,DEXI,protein_coding,0.025803267,0.842079234,4.44464355,0.672146519
ENSG00000213240,NA,NA,-0.152645471,0.842079234,0.919385936,0.672104398
ENSG00000260816,ENSG00000260816,lncRNA,-0.128854195,0.842079234,1.8113684,0.672205432
ENSG00000120008,WDR11,protein_coding,-0.018747335,0.842245994,6.275930308,0.672438617
ENSG00000122378,PRXL2A,protein_coding,-0.027781538,0.842245994,6.341715089,0.672449024
ENSG00000255568,BRWD1-AS2,lncRNA,-0.039070646,0.842500862,1.272103917,0.672707765
ENSG00000151116,UEVLD,protein_coding,-0.013992352,0.842552471,5.252437161,0.672804229
ENSG00000253982,ENSG00000253982,lncRNA,0.032903517,0.8426239,4.103822429,0.672916529
ENSG00000138443,ABI2,protein_coding,0.01676783,0.842749701,7.975251716,0.673117389
ENSG00000142765,SYTL1,protein_coding,0.07914694,0.842749701,2.642533439,0.673206555
ENSG00000163882,POLR2H,protein_coding,0.015309421,0.842749701,4.130539698,0.673238071
ENSG00000169964,TMEM42,protein_coding,0.022199825,0.842749701,4.093698762,0.673229605
ENSG00000074695,LMAN1,protein_coding,-0.026167102,0.842778689,7.116197011,0.673757717
ENSG00000080815,PSEN1,protein_coding,-0.021268451,0.842778689,6.113604131,0.673824906
ENSG00000102302,FGD1,protein_coding,0.027894052,0.842778689,3.717399544,0.673787336
ENSG00000124201,ZNFX1,protein_coding,-0.026721288,0.842778689,6.987620024,0.673829185
ENSG00000162591,MEGF6,protein_coding,0.069217044,0.842778689,4.419545472,0.673775904
ENSG00000162775,RBM15,protein_coding,-0.025632705,0.842778689,4.51881322,0.673514546
ENSG00000164342,TLR3,protein_coding,-0.0487494,0.842778689,5.361087597,0.673448852
ENSG00000173473,SMARCC1,protein_coding,0.022474501,0.842778689,6.863271329,0.673869214
ENSG00000235552,RPL6P27,transcribed_processed_pseudogene,0.053293614,0.842778689,2.691355401,0.673497914
ENSG00000260093,ENSG00000260093,lncRNA,-0.062003575,0.842778689,0.995065994,0.673652775
ENSG00000275160,ENSG00000275160,processed_pseudogene,-0.083894387,0.842778689,0.183351375,0.67340736
ENSG00000120314,WDR55,protein_coding,-0.015352312,0.843455011,5.054011554,0.67490783
ENSG00000120509,PDZD11,protein_coding,-0.021422749,0.843455011,4.495453957,0.674902154
ENSG00000131931,THAP1,protein_coding,0.024817214,0.843455011,3.73846569,0.674549423
ENSG00000149256,TENM4,protein_coding,-0.085089918,0.843455011,6.644432397,0.674852987
ENSG00000160570,DEDD2,protein_coding,0.022637904,0.843455011,4.588093596,0.674510191
ENSG00000232611,ENSG00000232611,lncRNA,0.072183209,0.843455011,1.241882941,0.674902794
ENSG00000234771,SLC25A25-AS1,lncRNA,0.054571047,0.843455011,4.025280646,0.674867652
ENSG00000242247,ARFGAP3,protein_coding,0.019313324,0.843455011,5.98785443,0.674839967
ENSG00000278909,ENSG00000278909,TEC,0.101270676,0.843455011,1.615650985,0.67477422
ENSG00000198373,WWP2,protein_coding,0.017330862,0.843537318,5.738037415,0.675029011
ENSG00000197150,ABCB8,protein_coding,0.032055333,0.843550633,4.215860087,0.67515031
ENSG00000275437,ENSG00000275437,lncRNA,0.064863185,0.843550633,0.256854858,0.675125463
ENSG00000116514,RNF19B,protein_coding,0.040478783,0.843767198,5.53006797,0.675378977
ENSG00000137218,FRS3,protein_coding,0.029933465,0.843779605,2.593781476,0.675499537
ENSG00000230207,RPL4P5,processed_pseudogene,0.050839467,0.843779605,1.897468298,0.675503547
ENSG00000283623,NA,NA,0.046405657,0.843779605,1.17797853,0.67555492
ENSG00000230734,RPL10P3,processed_pseudogene,0.087960781,0.843846601,0.406587774,0.675696299
ENSG00000259330,INAFM2,protein_coding,0.068004879,0.843846601,0.923253594,0.675719242
ENSG00000081665,ZNF506,protein_coding,0.025971253,0.843903937,5.286528676,0.675986535
ENSG00000125124,BBS2,protein_coding,0.016429135,0.843903937,6.226674253,0.675968542
ENSG00000136930,PSMB7,protein_coding,-0.023632479,0.843903937,5.493417491,0.675884369
ENSG00000257027,ENSG00000257027,lncRNA,0.076468831,0.843903937,2.25120574,0.675980056
ENSG00000125846,ZNF133,protein_coding,0.019995299,0.843982276,3.89853591,0.676104637
ENSG00000036257,CUL3,protein_coding,-0.016650709,0.844048802,6.588058947,0.676230926
ENSG00000155380,SLC16A1,protein_coding,-0.059409613,0.844048802,5.810327936,0.67633032
ENSG00000224114,ENSG00000224114,processed_pseudogene,0.154859516,0.844048802,0.243743224,0.67633588
ENSG00000230267,HERC2P4,transcribed_unprocessed_pseudogene,0.109178968,0.844048802,0.548621223,0.676379349
ENSG00000091127,PUS7,protein_coding,-0.03170088,0.844051878,3.747762807,0.676437169
ENSG00000138674,SEC31A,protein_coding,0.014074019,0.84423482,6.955934915,0.676639148
ENSG00000160097,FNDC5,protein_coding,0.079521033,0.844378628,0.518598039,0.676809785
ENSG00000135097,MSI1,protein_coding,0.043765467,0.844577075,5.293660924,0.677079628
ENSG00000145191,EIF2B5,protein_coding,-0.015590138,0.844577075,5.106806398,0.677077102
ENSG00000116741,RGS2,protein_coding,-0.215017354,0.844726377,2.977519202,0.677310118
ENSG00000181409,AATK,protein_coding,-0.031824697,0.844726377,4.79882529,0.677309149
ENSG00000163689,CFAP20DC,protein_coding,0.031856215,0.844726553,2.49136132,0.677476457
ENSG00000197798,FAM118B,protein_coding,-0.029129996,0.844726553,3.330566086,0.677389276
ENSG00000280042,ENSG00000280042,TEC,0.09809615,0.844726553,0.225799206,0.67744722
ENSG00000246145,RRS1-AS1,lncRNA,-0.085952394,0.844739313,1.213854594,0.677542091
ENSG00000105993,DNAJB6,protein_coding,-0.015335267,0.844950245,7.711146584,0.677766688
ENSG00000105750,ZNF85,protein_coding,-0.031662185,0.844967133,2.810817516,0.677835648
ENSG00000000457,SCYL3,protein_coding,-0.037581118,0.845072821,5.14218777,0.678031276
ENSG00000129559,NEDD8,protein_coding,-0.02433486,0.845072821,5.752517598,0.677991264
